"Title";"Seed";"Leech";"Poidsdutorrent";"date";"Categories";"Genre";"Plot"
"My Hero Academia : Two Heroes FRENCH DVDRIP 2019";"144";"30";"693.81MB";"12/01/2020";"Films";"Animation";"Les examens finaux sont enfin terminés, et les élèves de Yuei se préparent pour le camp d’été. Izuku et All Might reçoivent une invitation d’une certaine personne pour partir à l’étranger dans une immense ville ambulante appelée « I-Island ». Dans cette île qui regroupe les connaissances de scientifiques du monde entier, se tient l’I-Expo, un événement dédié aux résultats de recherches sur les Alters et les superhéros. Izuku y fait la rencontre de Melissa, une fille sans Alter qui lui rappelle son passé. Soudain, l’imprenable système de sécurité de l’île est piraté par des vilains, et tous les habitants de l’ile se retrouvent pris en otage. Un plan capable d’ébranler la société des héros est en marche ! Et la personne au coeur de tout cela, est le héro numéro 1 et symbole de la paix : All Might."
"Annabelle – La Maison Du Mal MULTi 4K ULTRA HD x265 2019";"51";"40";"18.9GB";"12/01/2020";"Films";"Epouvante-horreur";"Déterminés à mettre Annabelle hors d'état de nuire, les démonologues Ed et Lorraine Warren enferment la poupée démoniaque dans leur \"pièce des souvenirs\", en prenant soin de la placer derrière une vitre sacrée et de solliciter la bénédiction d'un prêtre. Mais Annabelle réveille les esprits maléfiques qui l'entourent et qui s'intéressent désormais à de nouvelles victimes potentielles : Judy, la fille des Warren âgée de 10 ans, et ses amis. Une nouvelle nuit d'horreur se prépare…"
"Entre deux fougères : Le film FRENCH WEBRIP 2019";"119";"9";"695.92MB";"12/01/2020";"Films";"Comédie";"D'après la série éponyme - de vingt et un épisodes - qui a débuté en 2008 sur la chaîne Comedy Central. Zach Galifianakis rêvait de devenir une star. Pourtant, le jour où Will Ferrell a découvert son émission télévisée en accès public \"Between Two Ferns\", et l'a téléchargée sur le site Web comique Funny or Die, Zach est devenu la risée d'Internet. Accompagné de son équipe, il a alors décidé de prendre la route pour réaliser une série d'entretiens avec des personnalités éminentes, et sauver sa réputation. Réalisé par Scott Aukerman, ENTRE DEUX FOUGÈRES : LE FILM est une comédie hilarante dans laquelle Zach Galifianakis révèle de nouvelles facettes du personnage marginal et grincheux qu'il a façonné, et que le public adore."
"Tanguy, le retour FRENCH DVDRIP 2019";"489";"29";"696.68MB";"12/01/2020";"Films";"Comédie";"16 ans plus tard, Tanguy, qui a maintenant 44 ans, revient chez ses parents avec sa fille Zhu sous le bras car Meï Lin l’a quitté. Catastrophés de voir leur \"tout-petit\" dans cet état, Paul et Édith font tout pour lui redonner goût à la vie, sans réaliser que ce faisant, ils tressent la corde pour se pendre. Car Tanguy recommence à se sentir bien chez ses parents…"
"Triple frontière TRUEFRENCH HDlight 1080p 2019";"230";"19";"2.77GB";"11/01/2020";"Films";"Action,Aventure";"D'anciens soldats des forces spéciales peinant à joindre les deux bouts se réunissent pour préparer un coup risqué : piller un baron de la drogue sud-américain."
"Douleur et gloire FRENCH DVDRIP 2019";"167";"16";"692.36MB";"11/01/2020";"Films";"Drame";"Une série de retrouvailles après plusieurs décennies, certaines en chair et en os, d’autres par le souvenir, dans la vie d’un réalisateur en souffrance. Premières amours, les suivantes, la mère, la mort, des acteurs avec qui il a travaillé, les années 60, les années 80 et le présent. L’impossibilité de séparer création et vie privée. Et le vide, l’insondable vide face à l’incapacité de continuer à tourner."
"A.I. Rising FRENCH DVDRIP 2019";"347";"23";"695.34MB";"11/01/2020";"Films";"Sciencefiction";"Le cosmonaute Mllutin est envoyé le temps d'une mission sur la station Ederlezi Corporation. Pour l'accompagner en orbite, l'androïde Nimani se joint à lui."
"Bronson FRENCH HDLight 1080p 2009";"197";"27";"4.49GB";"11/01/2020";"Films";"Biopic";"1974. Livré à lui-même, Michael Peterson, 19 ans, cherche à faire la Une des journaux: rêvant de devenir célèbre, il tente de braquer un bureau de poste avec un fusil à canon scié qu'il a lui-même bricolé. Rapidement interpellé, il est d'abord condamné à 7 ans de prison. A ce jour, il a passé 34 années en prison, dont 30 en isolement cellulaire. La métamorphose de Mickey Peterson en Charles Bronson, devenu le détenu le plus dangereux d'Angleterre."
"Ça : Chapitre 2 TRUEFRENCH DVDRIP 2019";"410";"44";"1.37GB";"10/01/2020";"Films";"Epouvante-horreur";"27 ans après la victoire du Club des Ratés sur Grippe-Sou, le sinistre Clown est de retour pour semer la terreur dans les rues de Derry. Désormais adultes, les membres du Club ont tous quitté la petite ville pour faire leur vie. Cependant, lorsqu'on signale de nouvelles disparitions d'enfants, Mike, le seul du groupe à être demeuré sur place, demande aux autres de le rejoindre. Traumatisés par leur expérience du passé, ils doivent maîtriser leurs peurs les plus enfouies pour anéantir Grippe-Sou une bonne fois pour toutes. Mais il leur faudra d'abord affronter le Clown, devenu plus dangereux que jamais…"
"The Boy FRENCH DVDRIP 2016";"240";"4";"697.03MB";"10/01/2020";"Films";"Epouvante-horreur";"Pour essayer d’échapper à son passé, Greta, une jeune Américaine, se fait engager comme assistante maternelle en Angleterre, dans une maison perdue en pleine campagne. À son arrivée, elle découvre qu’elle a été embauchée non pas pour s’occuper d’un petit garçon de 8 ans en chair et en os, mais d’une poupée de porcelaine grandeur nature. Seule dans la maison, loin de tout, Greta assiste à des événements tous plus étranges les uns que les autres. La poupée serait-elle vivante ? Il se trouve que Greta n’a pas seulement été engagée, elle a été choisie…"
"T-34 machine de guerre FRENCH DVDRIP 2019";"486";"20";"690.98MB";"10/01/2020";"Films";"Drame";"En 1944, un groupe de soldats russes menés par Nikolai Ivushkin parvient à fuir l'Allemagne à bord d'un tank T-34 à moitié détruit."
"Le Livre de la jungle FRENCH DVDRIP 1967";"79";"8";"719.16MB";"09/01/2020";"Films";"Animation";"La panthère Baghéera découvre dans la jungle un jeune enfant abandonné. Elle décide de le confier à une famille de loups qui l'éleve comme un louveteau. Alors que Mowgli a dix ans, le tigre Shere Kahn approche du territoire des loups. Pour éviter à l'enfant une fin inévitable, les loups l'éloignent et décident de le confier aux hommes d'un village proche. C'est Baghéera qui le conduit. Pendant leur voyage, ils feront de nombreuses rencontres, parfois redoutables."
"Tarantino Collection MULTI BluRay 1080p 1992-2015";"274";"160";"25.9GB";"09/01/2020";"Films";"Policier,Thriller";NA
"Underwater TRUEFRENCH HDTS MD 2020";"1940";"196";"1.26GB";"09/01/2020";"Films";"Action,Aventure";"Vidéo : 6  | Audio : 6"
"Dragon Ball Super: Broly FRENCH DVDRIP 2019";"259";"20";"701.46MB";"09/01/2020";"Films";"Animation";"Goku et Vegeta font face à un nouvel ennemi, le Super Saïyen Légendaire Broly, dans un combat explosif pour sauver notre planète."
"Versus FRENCH WEBRIP 2019";"296";"15";"696.5MB";"09/01/2020";"Films";"Policier,Thriller";"Achille, un bel adolescent parisien issu d’une famille aisée, est victime d’une agression violente. Envoyé en vacances en bord de mer pour se reconstruire, il rencontre Brian, un jeune homme en colère. De leur confrontation va jaillir leur vraie nature."
"Duelles FRENCH WEBRIP 2019";"121";"15";"696.26MB";"09/01/2020";"Films";"Drame";"Au début des années 1960, Alice et Céline vivent avec leurs familles dans la banlieue de Bruxelles. Elles sont les meilleures amies du monde jusqu’au jour où survient un événement tragique qui vient bouleverser leur univers quotidien."
"The Dating List TRUEFRENCH WEBRIP 2019";"156";"12";"699.67MB";"09/01/2020";"Films";"Romance";"Abby accepte d'aider son patron occupé à trouver l'homme de ses rêves, mais elle fait face à un dilemme lorsqu'elle commence à craquer pour le même homme que son patron approuve."
"House Of The Witch FRENCH WEBRIP 2018";"128";"16";"1.41GB";"09/01/2020";"Films";"Epouvante-horreur";"Malgré une légende évoquant une terrible sorcière opérant le soir d'Halloween, un groupe d'amis décide de faire la fête ce soir-là. Un par un, ils sont assassinés par un meurtrier masqué. S'agit-il vraiment de la sorcière mythique."
"The Hate U Give – La Haine qu’on donne TRUEFRENCH DVDRIP 2019";"214";"14";"1.37GB";"09/01/2020";"Films";"Drame";"Starr est témoin de la mort de son meilleur ami d’enfance, Khalil, tué par balles par un officier de police. Confrontée aux nombreuses pressions de sa communauté, Starr doit trouver sa voix et se battre pour ce qui est juste."
"La Famille Addams FRENCH DVDRIP 2019";"1017";"75";"695.73MB";"09/01/2020";"Films";"Animation";NA
"Black & Blue FRENCH DVDRIP 2020";"3227";"253";"694.63MB";"09/01/2020";"Films";"Policier,Thriller";"Pendant son service, une jeune gardienne de la paix assiste, par inadvertance, à l'assassinat d'un dealer par un groupe de flics des stupéfiants corrompus. Ces derniers se lancent alors à la poursuite de la policière afin de récupérer les images filmées par sa caméra embarquée et pour l'éliminer."
"Raiponce - Moi, j'ai un rêve FRENCH DVDRIP 2018";"149";"6";"702.5MB";"09/01/2020";"Films";"Animation";"Dans cet épilogue de la série Tangled, la princesse Raiponce se sent étouffée par ses nouvelles responsabilités. Même si son amour pour Flynn est indéniable, la crainte d'être de nouveau enfermée dans un château après son mariage avec lui la pousse à partir à l'aventure avec sa nouvelle dame de compagnie, Cassandra. Au cours de leur escapade, elles découvrent des roches mystiques qui rendent à Raiponce sa longue chevelure blonde."
"Raiponce TRUEFRENCH DVDRIP 2010";"98";"12";"698.86MB";"09/01/2020";"Films";"Animation";"Lorsque Flynn Rider, le bandit le plus recherché du royaume, se réfugie dans une mystérieuse tour, il se retrouve pris en otage par Raiponce, une belle et téméraire jeune fille à l’impressionnante chevelure de 20 mètres de long, gardée prisonnière par Mère Gothel. L’étonnante geôlière de Flynn cherche un moyen de sortir de cette tour où elle est enfermée depuis des années. Elle passe alors un accord avec le séduisant brigand… C’est le début d’une aventure délirante bourrée d’action, d’humour et d'émotion, au cours de laquelle l’improbable duo va rencontrer un cheval super-flic, un caméléon à l’instinct de protection surdéveloppé, et une drôle de bande de malfaiteurs."
"Barbie : Princesse Raiponce FRENCH DVDRIP 2002";"76";"7";"698.64MB";"09/01/2020";"Films";"Animation";"Kelly, La sœur de Barbie aime peindre, mais elle manque de confiance en elle. Pour l’encourager, Barbie lui raconte l’histoire de Raiponce, une belle jeune fille aux longs cheveux retenue prisonnière dans une tour, mais qui trouve le réconfort dans la peinture. Lorsqu’elle fait la connaissance du prince Stefan, elle parvient à s’échapper grâce à son pinceau magique. Mais Gothel, sa redoutable geôlière, s’en aperçoit."
"Les goûts et les couleurs FRENCH WEBRIP 2018";"93";"15";"699.87MB";"09/01/2020";"Films";"Romance";"Simone est en couple avec Claire depuis trois ans, mais elle n'en a jamais parlé à sa famille. Entre sa mère folle, son père traditionaliste et ses deux frères qui essaient toujours de lui faire rencontrer des hommes, il est difficile pour Simone de vivre ouvertement. Les choses se compliquent encore lorsqu'elle tombe amoureuse du chef sénégalais Wali, en partie grâce à ses talents de cuisinier. Partagée entre Claire, Wali et sa famille, Simone devra faire des choix difficiles."
"One Piece: Stampede VOSTFR WEBRIP 1080p 2020";"1399";"132";"1.66GB";"09/01/2020";"Films";"Animation";"Luffy et son équipage s’apprêtent à participer au plus grand rassemblement des pirates du monde entier : Le PIRATE FEST, organisé par le machiavélique Buena Festa. Les Pirates, les grands corsaires, la Marine et même l’Armée Révolutionnaire s’y retrouvent pour tenter de découvrir le trésor si convoité de Gol.D.Roger. Mais pour cela, ils vont devoir combattre un ancien membre de l’équipage de Roger, Douglas Bullet, aussi appelé « l’héritier du démon ». Au cours de cet affrontement qui s’annonce hors du commun, les pires dangers attendent les Chapeaux de paille et d’étonnantes alliances pourraient voir le jour…"
"Snatchers FRENCH WEBRIP 2020";"844";"47";"694.8MB";"09/01/2020";"Films";"Sciencefiction";"C'est une année scolaire très importante! Grâce à sa relation avec le beau Skyler qui ne se doute de rien, Sara est tout à fait acceptée par la bande de filles populaires. Toutefois, Skyler a été contaminé par un insecte extraterrestre durant ses vacances d'été. Après une seule nuit passée avec lui, Sara se rend compte qu'elle est enceinte... de neuf mois. Cherchant désespérément à cacher cette grossesse, elle se tourne vers la seule personne en qui elle peut faire confiance : Hayley, son ancienne meilleure amie un peu intello. Les deux filles se rendent vite compte que ce problème d'extraterrestres ne fait que commencer. Les extraterrestres ont intérêt à se méfier avec cette comédie hilarante remplie d'action et de pointes d'esprit ironiques d'adolescente."
"Cube Zero FRENCH HDLight 1080p 2004";"240";"61";"2.44GB";"09/01/2020";"Films";"Sciencefiction";"Eric Wynn est un homme respectable qui travaille pour une compagnie dont il croit tout connaître. Son travail : surveiller des gens prisonniers d'une sorte de Cube, prison métallique étrange. Mais quand une innocente se fait capturer et est enfermée dans le Cube, Eric commence à comprendre qu'il y a quelque chose qui se passe derrière ce que raconte la compagnie pour laquelle il travaille. Décidant de ne pas se laisser faire, Eric décide d'entrer lui-même dans le Cube, pour sauver le maximum de gens. Mais l'horreur ne commence pas à l'intérieur du Cube, mais à l'extérieur. Ceux qui épient sont épiés, et la fin n'est que le commencement..."
"Cube²: Hypercube FRENCH HDLight 1080p 2004";"168";"41";"2.36GB";"09/01/2020";"Films";"Sciencefiction";"Lorsqu'elles se réveillent, huit personnes qui ne se connaissent pas se découvrent prisonnières d'un labyrinthe de salles cubiques : l'hypercube. Dans cette étrange structure, les lois connues du temps et de l'espace ne s'appliquent plus. Aucun des captifs ne sait comment ni pourquoi il a atterri là. La survie de chacun dépend de la capacité du groupe à percer les secrets du cauchemar géométrique avant qu'il ne se désintègre, entraînant la mort de ceux qui y sont retenus...Hallucination collective, réalité simulée, conspiration démoniaque ou dimension parallèle, ils doivent comprendre. Le général Maguire, Jerry, un ingénieur électricien, Simon, un consultant en management, Kate, une psychothérapeute, Max, un concepteur de jeux, Sasha, une étudiante aveugle, Julia, une avocate, et Mme Paley, une mathématicienne à la retraite, vont devoir décrypter ce lieu qui défie l'esprit..."
